Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome
27,Travel_Rarely,1377,Sales,2,3,Life Sciences,1,437,4,Male,74,3,2,Sales Executive,3,Single,5242,1,Y,Yes,11,3,1,80,0,5,3,3,5,4,0,4,4478.0
31,Travel_Rarely,691,Sales,7,3,Marketing,1,438,4,Male,73,3,2,Sales Executive,4,Divorced,7143,4,Y,No,12,3,4,80,3,13,3,3,7,7,1,7,7547.0
32,Travel_Rarely,1018,Research & Development,2,4,Medical,1,439,1,Female,74,4,2,Research Scientist,4,Single,10557,7,Y,No,16,3,3,80,0,10,0,2,7,7,0,7,5055.0
28,Travel_Rarely,1157,Research & Development,2,4,Medical,1,440,1,Male,84,1,1,Research Scientist,4,Married,24737,5,Y,Yes,13,3,4,80,0,5,4,2,3,2,2,2,3464.0
30,Travel_Rarely,1275,Research & Development,28,2,Medical,1,441,4,Female,64,3,2,Research Scientist,4,Married,11934,1,Y,No,13,3,4,80,2,11,2,3,10,8,1,9,5775.0
31,Travel_Frequently,798,Research & Development,7,2,Life Sciences,1,442,3,Female,48,2,3,Manufacturing Director,3,Married,14034,1,Y,No,24,4,1,80,1,10,2,3,10,9,8,9,8943.0
39,Travel_Frequently,672,Research & Development,7,2,Medical,1,444,3,Male,54,2,5,Manager,4,Married,21141,1,Y,No,15,3,1,80,1,21,2,3,21,9,13,3,19272.0
39,Travel_Rarely,1162,Sales,3,2,Medical,1,445,4,Female,41,3,2,Sales Executive,3,Married,17778,4,Y,Yes,18,3,1,80,0,12,3,2,1,0,0,0,5238.0
33,Travel_Frequently,508,Sales,10,3,Marketing,1,446,2,Male,46,2,2,Sales Executive,4,Single,4317,3,Y,No,14,3,3,80,0,9,6,2,7,7,0,1,4682.0
47,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,447,4,Male,42,3,5,Research Director,3,Married,16375,4,Y,No,11,3,2,80,1,21,2,3,3,2,1,1,18300.0
43,Travel_Frequently,559,Research & Development,10,4,Life Sciences,1,448,3,Female,82,2,2,Laboratory Technician,3,Divorced,6227,1,Y,No,11,3,2,80,1,9,3,4,9,7,0,0,5257.0
27,Non-Travel,210,Sales,1,1,Marketing,1,449,3,Male,73,3,2,Sales Executive,2,Married,22107,0,Y,Yes,13,3,4,80,1,6,0,3,5,4,1,4,6349.0
54,Travel_Frequently,928,Research & Development,20,4,Life Sciences,1,450,4,Female,31,3,2,Research Scientist,3,Single,16885,3,Y,No,12,3,4,80,0,20,4,2,4,3,0,3,4869.0
43,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,1,451,3,Female,43,3,3,Healthcare Representative,1,Married,9262,8,Y,No,16,3,1,80,1,10,1,2,1,0,0,0,9985.0
45,Travel_Rarely,549,Research & Development,8,4,Other,1,452,4,Male,75,3,2,Research Scientist,4,Married,9278,9,Y,No,14,3,1,80,2,12,3,3,10,9,9,8,3697.0
40,Travel_Rarely,1124,Sales,1,2,Medical,1,453,2,Male,57,1,2,Sales Executive,4,Married,13273,2,Y,Yes,22,4,3,80,3,6,2,2,4,3,0,2,7457.0
29,Travel_Rarely,318,Research & Development,8,4,Other,1,454,2,Male,77,1,1,Laboratory Technician,1,Married,4759,1,Y,Yes,11,3,4,80,0,7,4,2,7,7,0,7,2119.0
29,Travel_Rarely,738,Research & Development,9,5,Other,1,455,2,Male,30,2,1,Laboratory Technician,4,Single,7621,0,Y,No,17,3,3,80,0,4,2,3,3,2,2,2,3983.0
30,Travel_Rarely,570,Sales,5,3,Marketing,1,456,4,Female,30,2,2,Sales Executive,3,Divorced,5431,1,Y,No,13,3,3,80,3,10,2,3,10,9,1,2,6118.0
27,Travel_Rarely,1130,Sales,8,4,Marketing,1,458,2,Female,56,3,2,Sales Executive,2,Married,3415,1,Y,No,18,3,1,80,1,8,3,3,8,7,0,7,6214.0
37,Travel_Rarely,1192,Research & Development,5,2,Medical,1,460,4,Male,61,3,2,Manufacturing Director,4,Divorced,23177,7,Y,No,16,3,3,80,2,8,2,2,6,2,0,4,6347.0
38,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,461,3,Male,92,2,3,Research Director,4,Divorced,15682,0,Y,Yes,14,3,2,80,1,12,3,3,11,10,2,9,11510.0
31,Travel_Rarely,1232,Research & Development,7,4,Medical,1,462,3,Female,39,3,3,Manufacturing Director,4,Single,25713,1,Y,Yes,14,3,3,80,0,11,2,2,11,9,4,10,7143.0
29,Travel_Rarely,144,Sales,10,1,Marketing,1,463,4,Female,39,2,2,Sales Executive,2,Divorced,11866,1,Y,Yes,14,3,1,80,2,7,2,3,7,7,1,7,8268.0
35,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,1,464,3,Male,62,3,3,Manufacturing Director,2,Single,18264,0,Y,No,13,3,4,80,0,17,5,3,16,6,0,13,8095.0
23,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,1,465,3,Male,83,3,1,Research Scientist,4,Divorced,16092,1,Y,No,12,3,3,80,2,4,2,2,4,2,0,2,2904.0
41,Travel_Rarely,483,Research & Development,6,3,Medical,1,466,4,Male,95,2,2,Manufacturing Director,2,Single,10110,6,Y,Yes,15,3,4,80,0,8,3,3,5,4,1,2,6032.0
47,Travel_Frequently,1309,Sales,4,1,Medical,1,467,2,Male,99,3,2,Sales Representative,3,Single,25751,3,Y,No,19,3,1,80,0,5,3,3,0,0,0,0,2976.0
42,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,468,1,Female,44,3,4,Research Director,4,Single,15901,2,Y,No,14,3,2,80,0,16,2,3,1,0,0,0,15992.0
29,Non-Travel,746,Sales,2,3,Life Sciences,1,469,4,Male,61,3,2,Sales Executive,3,Married,16928,1,Y,No,14,3,1,80,1,4,3,2,4,3,0,2,4649.0
42,Travel_Rarely,544,Human Resources,2,1,Technical Degree,1,470,3,Male,52,3,1,Human Resources,3,Divorced,24017,0,Y,Yes,11,3,3,80,1,4,5,3,3,2,1,0,2696.0
32,Travel_Rarely,1062,Research & Development,2,3,Medical,1,471,3,Female,75,3,1,Laboratory Technician,2,Married,3956,1,Y,No,13,3,3,80,1,8,4,3,8,0,0,7,2370.0
48,Travel_Rarely,530,Sales,29,1,Medical,1,473,1,Female,91,3,3,Manager,3,Married,23978,3,Y,No,21,4,2,80,1,15,3,1,0,0,0,0,12504.0
37,Travel_Rarely,1319,Research & Development,6,3,Medical,1,474,3,Male,51,4,2,Research Scientist,1,Divorced,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7,5974.0
30,Non-Travel,641,Sales,25,2,Technical Degree,1,475,4,Female,85,3,2,Sales Executive,3,Married,6069,7,Y,Yes,12,3,2,80,1,4,2,4,2,2,2,2,4736.0
26,Travel_Rarely,933,Sales,1,3,Life Sciences,1,476,3,Male,57,3,2,Sales Executive,3,Married,20156,1,Y,No,17,3,2,80,1,8,3,3,8,7,7,7,5296.0
42,Travel_Rarely,1332,Research & Development,2,4,Other,1,477,1,Male,98,2,2,Healthcare Representative,4,Single,17078,3,Y,No,23,4,2,80,0,14,6,3,1,0,0,0,6781.0
21,Travel_Frequently,756,Sales,1,1,Technical Degree,1,478,1,Female,99,2,1,Sales Representative,2,Single,9150,1,Y,Yes,11,3,3,80,0,3,3,3,3,2,1,2,2174.0
36,Non-Travel,845,Sales,1,5,Medical,1,479,4,Female,45,3,2,Sales Executive,4,Single,15276,4,Y,No,15,3,2,80,0,7,6,3,1,0,0,0,6653.0
36,Travel_Frequently,541,Sales,3,4,Medical,1,481,1,Male,48,2,3,Sales Executive,4,Married,7246,4,Y,No,11,3,1,80,1,16,2,3,13,9,1,12,9699.0
57,Travel_Rarely,593,Research & Development,1,4,Medical,1,482,4,Male,88,3,2,Healthcare Representative,3,Married,2967,2,Y,No,11,3,3,80,0,15,2,3,3,2,1,2,6755.0
40,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,483,4,Female,46,4,1,Laboratory Technician,3,Married,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7,2213.0
21,Non-Travel,895,Sales,9,2,Medical,1,484,1,Male,39,3,1,Sales Representative,4,Single,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2,2610.0
33,Travel_Rarely,350,Sales,5,3,Marketing,1,485,4,Female,34,3,1,Sales Representative,3,Single,9150,1,Y,Yes,13,3,2,80,0,1,2,3,1,0,0,0,2851.0
37,Travel_Rarely,921,Research & Development,10,3,Medical,1,486,3,Female,98,3,1,Laboratory Technician,1,Married,17663,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3,3452.0
46,Non-Travel,1144,Research & Development,7,4,Medical,1,487,3,Female,30,3,2,Manufacturing Director,3,Married,16044,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0,5258.0
41,Travel_Frequently,143,Sales,4,3,Marketing,1,488,1,Male,56,3,2,Sales Executive,2,Single,9558,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7,9355.0
50,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,1,491,4,Male,100,2,3,Healthcare Representative,4,Single,2755,6,Y,No,15,3,4,80,0,20,2,3,4,3,1,3,9582.819626372238
40,Travel_Rarely,575,Sales,22,2,Marketing,1,492,3,Male,68,2,2,Sales Executive,3,Married,6110,2,Y,Yes,12,3,1,80,2,8,6,3,6,4,1,0,5906.819470464769
31,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,493,3,Male,42,2,1,Research Scientist,2,Single,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2,2608.521619563356
21,Travel_Rarely,156,Sales,12,3,Life Sciences,1,494,3,Female,90,4,1,Sales Representative,2,Single,25422,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0,1961.1864101460778
29,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,1,495,4,Male,54,3,1,Research Scientist,4,Single,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2,2757.4845594074595
35,Travel_Rarely,755,Research & Development,9,4,Life Sciences,1,496,3,Male,97,2,2,Healthcare Representative,2,Single,19394,9,Y,No,19,3,3,80,0,10,5,3,1,1,0,0,6235.248326702493
27,Travel_Rarely,1469,Research & Development,1,2,Medical,1,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4,2442.194628704354
28,Travel_Rarely,304,Sales,9,4,Life Sciences,1,498,2,Male,92,3,2,Sales Executive,4,Single,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5,0,7,5617.669719334699
49,Travel_Rarely,1261,Research & Development,7,3,Other,1,499,2,Male,31,2,3,Healthcare Representative,3,Single,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0,9665.094016450166
51,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,500,3,Female,87,3,2,Sales Executive,4,Married,14862,4,Y,No,11,3,3,80,1,18,2,2,7,7,0,7,6081.4953341925075
36,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,501,4,Female,96,3,1,Research Scientist,3,Married,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2,2580.3673759517415
34,Non-Travel,1362,Sales,19,3,Marketing,1,502,1,Male,67,4,2,Sales Executive,4,Single,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4,5823.30317150161
55,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,505,3,Female,97,3,4,Manager,4,Single,23258,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2,16592.132972818043
24,Travel_Rarely,1371,Sales,10,4,Marketing,1,507,4,Female,77,3,2,Sales Executive,3,Divorced,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3,5878.995170011009
30,Travel_Rarely,202,Sales,2,1,Technical Degree,1,508,3,Male,72,3,1,Sales Representative,2,Married,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0,2161.4231172615127
26,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,510,3,Male,73,3,1,Research Scientist,1,Single,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4,2780.4319720236786
22,Travel_Rarely,253,Research & Development,11,3,Medical,1,511,1,Female,43,3,1,Research Scientist,2,Married,24440,1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2,2186.7391320392344
36,Travel_Rarely,164,Sales,2,2,Medical,1,513,2,Male,61,2,3,Sales Executive,3,Married,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0,8913.554799871887
30,Travel_Frequently,464,Research & Development,4,3,Technical Degree,1,514,3,Male,40,3,1,Research Scientist,4,Single,3427,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0,2802.3086330711135
37,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17,2867.8374530462784
40,Travel_Rarely,759,Sales,2,2,Marketing,1,516,4,Female,46,3,2,Sales Executive,2,Divorced,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3,5669.39143298846
42,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,517,2,Female,95,3,1,Laboratory Technician,1,Divorced,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2,2337.775675695969
37,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,3,Male,49,3,2,Manufacturing Director,2,Single,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1,6337.612080703689
43,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,520,1,Male,59,2,4,Research Director,2,Divorced,4345,1,Y,No,11,3,3,80,1,25,3,3,25,10,3,9,14336.0
40,Travel_Rarely,555,Research & Development,2,3,Medical,1,521,2,Female,78,2,2,Laboratory Technician,3,Married,13436,6,Y,No,22,4,2,80,1,20,3,3,1,0,0,0,3448.0
54,Travel_Rarely,821,Research & Development,5,2,Medical,1,522,1,Male,86,3,5,Research Director,1,Married,8509,4,Y,No,11,3,3,80,1,24,4,2,4,2,1,2,19406.0
34,Non-Travel,1381,Sales,4,4,Marketing,1,523,3,Female,72,3,2,Sales Executive,3,Married,12740,9,Y,No,15,3,1,80,1,6,3,3,3,2,1,2,6538.0
31,Travel_Rarely,480,Research & Development,7,2,Medical,1,524,2,Female,31,3,2,Manufacturing Director,1,Married,4156,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12,4306.0
43,Travel_Frequently,313,Research & Development,21,3,Medical,1,525,4,Male,61,3,1,Laboratory Technician,4,Married,15238,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2,2258.0
43,Travel_Rarely,1473,Research & Development,8,4,Other,1,526,3,Female,74,3,2,Healthcare Representative,3,Divorced,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2,4522.0
25,Travel_Rarely,891,Sales,4,2,Life Sciences,1,527,2,Female,99,2,2,Sales Executive,4,Single,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3,4487.0
37,Non-Travel,1063,Research & Development,25,5,Medical,1,529,2,Female,72,3,2,Research Scientist,3,Married,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7,4449.0
31,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,530,4,Male,98,2,1,Laboratory Technician,1,Married,16193,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2,2218.0
39,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,531,2,Male,52,3,5,Manager,3,Divorced,8213,1,Y,Yes,14,3,3,80,1,21,3,3,21,8,1,6,19197.0
56,Travel_Frequently,906,Sales,6,3,Life Sciences,1,532,3,Female,86,4,4,Sales Executive,1,Married,18256,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7,13212.0
30,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533,2,Female,83,3,2,Sales Executive,3,Single,19558,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4,6577.0
41,Travel_Rarely,645,Sales,1,3,Marketing,1,534,2,Male,49,4,3,Sales Executive,1,Married,19566,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7,8392.0
28,Travel_Rarely,1300,Research & Development,17,2,Medical,1,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8,4558.0
25,Travel_Rarely,688,Research & Development,3,3,Medical,1,538,1,Male,91,3,1,Laboratory Technician,1,Married,9396,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,2,4031.0
52,Travel_Rarely,319,Research & Development,3,3,Medical,1,543,4,Male,39,2,3,Manufacturing Director,3,Married,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4,7969.0
45,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,1,Male,69,3,1,Research Scientist,4,Married,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2,2654.0
52,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,546,4,Female,30,3,4,Manager,4,Married,10310,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4,16555.0
42,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,547,1,Female,92,3,2,Research Scientist,3,Divorced,12932,2,Y,No,11,3,2,80,1,19,3,3,5,4,0,2,4556.0
30,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548,3,Female,43,1,2,Manufacturing Director,4,Single,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2,6091.0
60,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,549,1,Female,41,3,5,Manager,1,Married,3854,5,Y,No,11,3,4,80,0,33,5,1,29,8,11,10,19566.0
46,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8,4810.0
42,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551,4,Female,88,2,2,Healthcare Representative,4,Married,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4,4523.0
24,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554,1,Female,62,3,1,Sales Representative,2,Single,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4,3202.0
34,Travel_Frequently,296,Sales,6,2,Marketing,1,555,4,Female,33,1,1,Sales Representative,3,Divorced,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0,2351.0
38,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,556,4,Male,42,3,1,Laboratory Technician,4,Married,12106,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0,1702.0
40,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,558,3,Female,79,3,5,Manager,3,Married,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12,18041.0
26,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,560,1,Female,90,3,1,Research Scientist,4,Divorced,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2,2886.0
30,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,Married,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4,2097.0
29,Travel_Rarely,986,Research & Development,3,4,Medical,1,564,2,Male,93,2,3,Research Director,3,Married,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7,11935.0
29,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,565,3,Female,71,2,1,Research Scientist,2,Married,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1,2546.0
19,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,566,1,Male,52,2,1,Human Resources,4,Single,18437,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,2564.0
30,Non-Travel,1398,Sales,22,4,Other,1,567,3,Female,69,3,3,Sales Executive,1,Married,2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8,8412.0
57,Travel_Rarely,210,Sales,29,3,Marketing,1,568,1,Male,56,2,4,Manager,4,Divorced,22102,3,Y,No,12,3,3,80,1,32,3,2,1,0,0,0,14118.0
50,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,569,2,Male,88,2,4,Manager,3,Married,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7,17046.0
30,Non-Travel,1116,Research & Development,2,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,Single,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7,2564.0
60,Travel_Frequently,1499,Sales,28,3,Marketing,1,573,3,Female,80,2,3,Sales Executive,1,Married,2845,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11,10266.0
47,Travel_Rarely,983,Research & Development,2,2,Medical,1,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4,5070.0
46,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,575,1,Male,51,3,4,Research Director,3,Married,2288,6,Y,No,13,3,3,80,0,26,2,1,3,2,0,1,17861.0
35,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,577,4,Male,46,1,1,Laboratory Technician,3,Single,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3,4230.0
54,Travel_Rarely,548,Research & Development,8,4,Life Sciences,1,578,3,Female,42,3,2,Laboratory Technician,3,Single,23428,7,Y,No,11,3,3,80,0,19,3,3,1,0,0,0,3780.0
34,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,579,4,Male,62,2,1,Research Scientist,3,Divorced,8416,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7,2768.0
46,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,3,Female,94,2,3,Sales Executive,4,Married,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2,9071.0
31,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,14394,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8,10648.0
33,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,2,Male,56,3,3,Manager,3,Married,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7,13610.0
33,Travel_Rarely,587,Research & Development,10,1,Medical,1,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3,3408.0
30,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2,Single,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2,2983.0
35,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586,4,Male,72,3,3,Healthcare Representative,3,Married,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0,7632.0
31,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587,1,Male,66,3,3,Healthcare Representative,3,Married,22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0,9824.0
34,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590,2,Female,43,3,3,Human Resources,1,Divorced,11533,9,Y,Yes,15,3,3,80,3,11,2,3,3,2,0,2,9950.0
42,Travel_Frequently,1474,Research & Development,5,2,Other,1,591,2,Male,97,3,1,Laboratory Technician,3,Married,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0,2093.0
36,Non-Travel,635,Sales,10,4,Medical,1,592,2,Male,32,3,3,Sales Executive,4,Single,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7,9980.0
22,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,593,3,Male,99,2,1,Laboratory Technician,3,Single,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,3894.0
48,Travel_Rarely,163,Sales,2,5,Marketing,1,595,2,Female,37,3,2,Sales Executive,4,Married,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,4051.0
55,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,597,1,Female,83,3,4,Manager,2,Single,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7,16835.0
41,Non-Travel,267,Sales,10,2,Life Sciences,1,599,4,Male,56,3,2,Sales Executive,4,Single,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,6230.0
35,Travel_Rarely,619,Sales,1,3,Marketing,1,600,2,Male,85,3,2,Sales Executive,3,Married,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,4717.0
40,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,601,2,Female,75,3,4,Manufacturing Director,3,Single,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,13237.0
39,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602,3,Female,48,3,1,Laboratory Technician,3,Married,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,3755.0
31,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,2,Male,77,3,2,Sales Executive,4,Single,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,6582.0
42,Travel_Rarely,319,Research & Development,24,3,Medical,1,605,4,Male,56,3,3,Manufacturing Director,1,Married,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8,7406.0
45,Travel_Rarely,561,Sales,2,3,Other,1,606,4,Male,61,3,2,Sales Executive,2,Married,16177,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7,4805.0
26,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,2,Female,58,3,1,Human Resources,3,Divorced,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0,2741.0
29,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,611,4,Male,34,3,2,Manufacturing Director,4,Divorced,22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2,4262.0
33,Travel_Rarely,922,Research & Development,1,5,Medical,1,612,1,Female,95,4,4,Research Director,3,Divorced,22578,4,Y,No,19,3,3,80,1,10,2,3,6,1,0,5,16184.0
31,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3,Male,44,2,3,Manager,4,Divorced,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1,11557.0
18,Travel_Frequently,1306,Sales,5,3,Marketing,1,614,2,Male,69,3,1,Sales Representative,2,Single,8059,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0,1878.0
40,Non-Travel,1094,Sales,28,3,Other,1,615,3,Male,58,1,3,Sales Executive,1,Divorced,11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1,10932.0
41,Non-Travel,509,Research & Development,2,4,Other,1,616,1,Female,62,2,2,Healthcare Representative,3,Single,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7,6811.0
26,Travel_Rarely,775,Sales,29,2,Medical,1,618,1,Male,45,3,2,Sales Executive,3,Divorced,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0,4306.0
35,Travel_Rarely,195,Sales,1,3,Medical,1,620,1,Female,80,3,2,Sales Executive,3,Single,6698,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3,4859.0
34,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621,4,Male,74,4,2,Sales Executive,4,Single,19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7,5337.0
